       s	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)

   0.331	 3.2180E+04	 0.0000E+00	 9.2176E+05	 0.0000E+00	 5.5516E+05	 0.0000E+00	-3.9940E+04	 0.0000E+00	 5.2899E+05	 0.0000E+00	-2.1402E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1063E+04	 0.0000E+00	-9.2175E+05	 0.0000E+00	-5.4836E+05	 0.0000E+00	-1.1172E+03	 0.0000E+00	-8.1079E+00	 0.0000E+00	-6.7994E+03	 0.0000E+00	-4.7923E+04	 0.0000E+00	-3.5091E+05	 0.0000E+00	 1.4090E+06	 0.0000E+00	 3.3784E+03	 0.0000E+00	 4.0493E+01	 0.0000E+00	-1.7769E+04	 0.0000E+00	 0.0000E+00	 3.6311E+05	-5.3957E+04	-1.5069E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.2201E+03	-3.6536E+00	-3.9359E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.7962E+05	-5.3970E+04	-4.3924E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6515E+03	 7.2696E-01	-2.2107E+04	 0.0000E+00	 0.0000E+00
   0.332	 3.2279E+04	 0.0000E+00	 9.2199E+05	 0.0000E+00	 5.5664E+05	 0.0000E+00	-3.9956E+04	 0.0000E+00	 5.2884E+05	 0.0000E+00	-2.1396E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1166E+04	 0.0000E+00	-9.2199E+05	 0.0000E+00	-5.4987E+05	 0.0000E+00	-1.1138E+03	 0.0000E+00	-8.0432E+00	 0.0000E+00	-6.7785E+03	 0.0000E+00	-4.7910E+04	 0.0000E+00	-3.5114E+05	 0.0000E+00	 1.4099E+06	 0.0000E+00	 3.3605E+03	 0.0000E+00	 4.0160E+01	 0.0000E+00	-1.7678E+04	 0.0000E+00	 0.0000E+00	 3.6324E+05	-5.3898E+04	-1.5070E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1696E+03	-3.7041E+00	-3.9081E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.7987E+05	-5.3911E+04	-4.3959E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.6240E+03	 7.3715E-01	-2.1940E+04	 0.0000E+00	 0.0000E+00
   0.333	 3.2378E+04	 0.0000E+00	 9.2223E+05	 0.0000E+00	 5.5812E+05	 0.0000E+00	-3.9972E+04	 0.0000E+00	 5.2869E+05	 0.0000E+00	-2.1391E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1267E+04	 0.0000E+00	-9.2222E+05	 0.0000E+00	-5.5136E+05	 0.0000E+00	-1.1104E+03	 0.0000E+00	-7.9784E+00	 0.0000E+00	-6.7573E+03	 0.0000E+00	-4.7897E+04	 0.0000E+00	-3.5137E+05	 0.0000E+00	 1.4108E+06	 0.0000E+00	 3.3427E+03	 0.0000E+00	 3.9837E+01	 0.0000E+00	-1.7587E+04	 0.0000E+00	 0.0000E+00	 3.6337E+05	-5.3840E+04	-1.5070E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.1193E+03	-3.7512E+00	-3.8805E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8013E+05	-5.3852E+04	-4.3994E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.5967E+03	 7.4667E-01	-2.1775E+04	 0.0000E+00	 0.0000E+00
   0.334	 3.2475E+04	 0.0000E+00	 9.2246E+05	 0.0000E+00	 5.5958E+05	 0.0000E+00	-3.9989E+04	 0.0000E+00	 5.2854E+05	 0.0000E+00	-2.1385E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1369E+04	 0.0000E+00	-9.2245E+05	 0.0000E+00	-5.5284E+05	 0.0000E+00	-1.1069E+03	 0.0000E+00	-7.9090E+00	 0.0000E+00	-6.7358E+03	 0.0000E+00	-4.7884E+04	 0.0000E+00	-3.5160E+05	 0.0000E+00	 1.4116E+06	 0.0000E+00	 3.3248E+03	 0.0000E+00	 3.9508E+01	 0.0000E+00	-1.7496E+04	 0.0000E+00	 0.0000E+00	 3.6349E+05	-5.3781E+04	-1.5071E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.0693E+03	-3.7962E+00	-3.8531E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8038E+05	-5.3794E+04	-4.4029E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.5695E+03	 7.5574E-01	-2.1611E+04	 0.0000E+00	 0.0000E+00
   0.335	 3.2572E+04	 0.0000E+00	 9.2269E+05	 0.0000E+00	 5.6103E+05	 0.0000E+00	-4.0005E+04	 0.0000E+00	 5.2840E+05	 0.0000E+00	-2.1379E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1469E+04	 0.0000E+00	-9.2268E+05	 0.0000E+00	-5.5432E+05	 0.0000E+00	-1.1033E+03	 0.0000E+00	-7.8489E+00	 0.0000E+00	-6.7141E+03	 0.0000E+00	-4.7871E+04	 0.0000E+00	-3.5183E+05	 0.0000E+00	 1.4125E+06	 0.0000E+00	 3.3070E+03	 0.0000E+00	 3.9189E+01	 0.0000E+00	-1.7405E+04	 0.0000E+00	 0.0000E+00	 3.6361E+05	-5.3723E+04	-1.5071E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 7.0195E+03	-3.8460E+00	-3.8257E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8063E+05	-5.3735E+04	-4.4064E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.5425E+03	 7.6436E-01	-2.1447E+04	 0.0000E+00	 0.0000E+00
   0.336	 3.2669E+04	 0.0000E+00	 9.2291E+05	 0.0000E+00	 5.6248E+05	 0.0000E+00	-4.0022E+04	 0.0000E+00	 5.2825E+05	 0.0000E+00	-2.1374E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1569E+04	 0.0000E+00	-9.2291E+05	 0.0000E+00	-5.5579E+05	 0.0000E+00	-1.0998E+03	 0.0000E+00	-7.7795E+00	 0.0000E+00	-6.6921E+03	 0.0000E+00	-4.7858E+04	 0.0000E+00	-3.5206E+05	 0.0000E+00	 1.4133E+06	 0.0000E+00	 3.2891E+03	 0.0000E+00	 3.8861E+01	 0.0000E+00	-1.7313E+04	 0.0000E+00	 0.0000E+00	 3.6373E+05	-5.3664E+04	-1.5072E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.9700E+03	-3.8872E+00	-3.7985E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8088E+05	-5.3677E+04	-4.4098E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.5157E+03	 7.7421E-01	-2.1285E+04	 0.0000E+00	 0.0000E+00
   0.337	 3.2765E+04	 0.0000E+00	 9.2314E+05	 0.0000E+00	 5.6391E+05	 0.0000E+00	-4.0039E+04	 0.0000E+00	 5.2810E+05	 0.0000E+00	-2.1368E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1668E+04	 0.0000E+00	-9.2313E+05	 0.0000E+00	-5.5724E+05	 0.0000E+00	-1.0961E+03	 0.0000E+00	-7.7148E+00	 0.0000E+00	-6.6699E+03	 0.0000E+00	-4.7845E+04	 0.0000E+00	-3.5228E+05	 0.0000E+00	 1.4142E+06	 0.0000E+00	 3.2713E+03	 0.0000E+00	 3.8528E+01	 0.0000E+00	-1.7222E+04	 0.0000E+00	 0.0000E+00	 3.6385E+05	-5.3606E+04	-1.5072E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.9207E+03	-3.9332E+00	-3.7715E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8112E+05	-5.3619E+04	-4.4132E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.4890E+03	 7.8351E-01	-2.1124E+04	 0.0000E+00	 0.0000E+00
   0.338	 3.2860E+04	 0.0000E+00	 9.2336E+05	 0.0000E+00	 5.6534E+05	 0.0000E+00	-4.0056E+04	 0.0000E+00	 5.2796E+05	 0.0000E+00	-2.1363E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1767E+04	 0.0000E+00	-9.2335E+05	 0.0000E+00	-5.5869E+05	 0.0000E+00	-1.0925E+03	 0.0000E+00	-7.6500E+00	 0.0000E+00	-6.6474E+03	 0.0000E+00	-4.7831E+04	 0.0000E+00	-3.5250E+05	 0.0000E+00	 1.4150E+06	 0.0000E+00	 3.2535E+03	 0.0000E+00	 3.8222E+01	 0.0000E+00	-1.7131E+04	 0.0000E+00	 0.0000E+00	 3.6397E+05	-5.3549E+04	-1.5072E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.8717E+03	-3.9690E+00	-3.7446E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8137E+05	-5.3561E+04	-4.4165E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.4625E+03	 7.9067E-01	-2.0963E+04	 0.0000E+00	 0.0000E+00
   0.339	 3.2954E+04	 0.0000E+00	 9.2358E+05	 0.0000E+00	 5.6675E+05	 0.0000E+00	-4.0073E+04	 0.0000E+00	 5.2782E+05	 0.0000E+00	-2.1358E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1866E+04	 0.0000E+00	-9.2358E+05	 0.0000E+00	-5.6013E+05	 0.0000E+00	-1.0888E+03	 0.0000E+00	-7.5853E+00	 0.0000E+00	-6.6247E+03	 0.0000E+00	-4.7818E+04	 0.0000E+00	-3.5272E+05	 0.0000E+00	 1.4158E+06	 0.0000E+00	 3.2357E+03	 0.0000E+00	 3.7899E+01	 0.0000E+00	-1.7040E+04	 0.0000E+00	 0.0000E+00	 3.6409E+05	-5.3491E+04	-1.5073E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.8229E+03	-4.0106E+00	-3.7178E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8161E+05	-5.3504E+04	-4.4198E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.4361E+03	 7.9907E-01	-2.0803E+04	 0.0000E+00	 0.0000E+00
   0.340	 3.3048E+04	 0.0000E+00	 9.2380E+05	 0.0000E+00	 5.6816E+05	 0.0000E+00	-4.0090E+04	 0.0000E+00	 5.2767E+05	 0.0000E+00	-2.1352E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1963E+04	 0.0000E+00	-9.2379E+05	 0.0000E+00	-5.6156E+05	 0.0000E+00	-1.0850E+03	 0.0000E+00	-7.5251E+00	 0.0000E+00	-6.6017E+03	 0.0000E+00	-4.7805E+04	 0.0000E+00	-3.5294E+05	 0.0000E+00	 1.4166E+06	 0.0000E+00	 3.2179E+03	 0.0000E+00	 3.7579E+01	 0.0000E+00	-1.6949E+04	 0.0000E+00	 0.0000E+00	 3.6421E+05	-5.3434E+04	-1.5073E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.7744E+03	-4.0500E+00	-3.6911E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8185E+05	-5.3447E+04	-4.4231E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.4099E+03	 8.0713E-01	-2.0645E+04	 0.0000E+00	 0.0000E+00
   0.341	 3.3141E+04	 0.0000E+00	 9.2402E+05	 0.0000E+00	 5.6956E+05	 0.0000E+00	-4.0107E+04	 0.0000E+00	 5.2753E+05	 0.0000E+00	-2.1347E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2060E+04	 0.0000E+00	-9.2401E+05	 0.0000E+00	-5.6298E+05	 0.0000E+00	-1.0813E+03	 0.0000E+00	-7.4650E+00	 0.0000E+00	-6.5785E+03	 0.0000E+00	-4.7791E+04	 0.0000E+00	-3.5316E+05	 0.0000E+00	 1.4174E+06	 0.0000E+00	 3.2001E+03	 0.0000E+00	 3.7279E+01	 0.0000E+00	-1.6858E+04	 0.0000E+00	 0.0000E+00	 3.6433E+05	-5.3377E+04	-1.5073E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.7261E+03	-4.0871E+00	-3.6646E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8209E+05	-5.3389E+04	-4.4264E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.3839E+03	 8.1464E-01	-2.0487E+04	 0.0000E+00	 0.0000E+00
   0.342	 3.3234E+04	 0.0000E+00	 9.2423E+05	 0.0000E+00	 5.7095E+05	 0.0000E+00	-4.0125E+04	 0.0000E+00	 5.2739E+05	 0.0000E+00	-2.1342E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2157E+04	 0.0000E+00	-9.2423E+05	 0.0000E+00	-5.6439E+05	 0.0000E+00	-1.0774E+03	 0.0000E+00	-7.4003E+00	 0.0000E+00	-6.5551E+03	 0.0000E+00	-4.7777E+04	 0.0000E+00	-3.5337E+05	 0.0000E+00	 1.4182E+06	 0.0000E+00	 3.1824E+03	 0.0000E+00	 3.6964E+01	 0.0000E+00	-1.6767E+04	 0.0000E+00	 0.0000E+00	 3.6444E+05	-5.3320E+04	-1.5073E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.6781E+03	-4.1292E+00	-3.6383E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8232E+05	-5.3332E+04	-4.4297E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.3580E+03	 8.2180E-01	-2.0331E+04	 0.0000E+00	 0.0000E+00
   0.343	 3.3326E+04	 0.0000E+00	 9.2445E+05	 0.0000E+00	 5.7233E+05	 0.0000E+00	-4.0143E+04	 0.0000E+00	 5.2725E+05	 0.0000E+00	-2.1336E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2252E+04	 0.0000E+00	-9.2444E+05	 0.0000E+00	-5.6580E+05	 0.0000E+00	-1.0736E+03	 0.0000E+00	-7.3401E+00	 0.0000E+00	-6.5315E+03	 0.0000E+00	-4.7764E+04	 0.0000E+00	-3.5359E+05	 0.0000E+00	 1.4190E+06	 0.0000E+00	 3.1647E+03	 0.0000E+00	 3.6664E+01	 0.0000E+00	-1.6676E+04	 0.0000E+00	 0.0000E+00	 3.6455E+05	-5.3263E+04	-1.5074E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.6303E+03	-4.1644E+00	-3.6120E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8255E+05	-5.3276E+04	-4.4329E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.3322E+03	 8.3020E-01	-2.0175E+04	 0.0000E+00	 0.0000E+00
   0.344	 3.3417E+04	 0.0000E+00	 9.2466E+05	 0.0000E+00	 5.7370E+05	 0.0000E+00	-4.0160E+04	 0.0000E+00	 5.2711E+05	 0.0000E+00	-2.1331E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2348E+04	 0.0000E+00	-9.2465E+05	 0.0000E+00	-5.6719E+05	 0.0000E+00	-1.0697E+03	 0.0000E+00	-7.2754E+00	 0.0000E+00	-6.5076E+03	 0.0000E+00	-4.7750E+04	 0.0000E+00	-3.5380E+05	 0.0000E+00	 1.4198E+06	 0.0000E+00	 3.1469E+03	 0.0000E+00	 3.6349E+01	 0.0000E+00	-1.6585E+04	 0.0000E+00	 0.0000E+00	 3.6467E+05	-5.3207E+04	-1.5074E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.5827E+03	-4.2021E+00	-3.5860E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8279E+05	-5.3219E+04	-4.4361E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.3067E+03	 8.3647E-01	-2.0020E+04	 0.0000E+00	 0.0000E+00
   0.345	 3.3508E+04	 0.0000E+00	 9.2487E+05	 0.0000E+00	 5.7506E+05	 0.0000E+00	-4.0178E+04	 0.0000E+00	 5.2697E+05	 0.0000E+00	-2.1326E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2442E+04	 0.0000E+00	-9.2486E+05	 0.0000E+00	-5.6857E+05	 0.0000E+00	-1.0658E+03	 0.0000E+00	-7.2153E+00	 0.0000E+00	-6.4836E+03	 0.0000E+00	-4.7736E+04	 0.0000E+00	-3.5401E+05	 0.0000E+00	 1.4205E+06	 0.0000E+00	 3.1293E+03	 0.0000E+00	 3.6049E+01	 0.0000E+00	-1.6494E+04	 0.0000E+00	 0.0000E+00	 3.6478E+05	-5.3150E+04	-1.5074E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.5354E+03	-4.2321E+00	-3.5600E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8301E+05	-5.3163E+04	-4.4392E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2813E+03	 8.4409E-01	-1.9866E+04	 0.0000E+00	 0.0000E+00
   0.346	 3.3598E+04	 0.0000E+00	 9.2508E+05	 0.0000E+00	 5.7641E+05	 0.0000E+00	-4.0196E+04	 0.0000E+00	 5.2683E+05	 0.0000E+00	-2.1321E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2537E+04	 0.0000E+00	-9.2507E+05	 0.0000E+00	-5.6995E+05	 0.0000E+00	-1.0618E+03	 0.0000E+00	-7.1551E+00	 0.0000E+00	-6.4594E+03	 0.0000E+00	-4.7722E+04	 0.0000E+00	-3.5421E+05	 0.0000E+00	 1.4213E+06	 0.0000E+00	 3.1116E+03	 0.0000E+00	 3.5748E+01	 0.0000E+00	-1.6403E+04	 0.0000E+00	 0.0000E+00	 3.6489E+05	-5.3094E+04	-1.5074E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.4884E+03	-4.2661E+00	-3.5342E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8324E+05	-5.3107E+04	-4.4424E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2560E+03	 8.4946E-01	-1.9714E+04	 0.0000E+00	 0.0000E+00
   0.347	 3.3688E+04	 0.0000E+00	 9.2528E+05	 0.0000E+00	 5.7775E+05	 0.0000E+00	-4.0215E+04	 0.0000E+00	 5.2669E+05	 0.0000E+00	-2.1315E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2630E+04	 0.0000E+00	-9.2527E+05	 0.0000E+00	-5.7132E+05	 0.0000E+00	-1.0578E+03	 0.0000E+00	-7.0950E+00	 0.0000E+00	-6.4349E+03	 0.0000E+00	-4.7708E+04	 0.0000E+00	-3.5442E+05	 0.0000E+00	 1.4220E+06	 0.0000E+00	 3.0939E+03	 0.0000E+00	 3.5447E+01	 0.0000E+00	-1.6312E+04	 0.0000E+00	 0.0000E+00	 3.6500E+05	-5.3039E+04	-1.5074E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.4416E+03	-4.2927E+00	-3.5085E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8347E+05	-5.3051E+04	-4.4455E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2309E+03	 8.5629E-01	-1.9562E+04	 0.0000E+00	 0.0000E+00
   0.348	 3.3777E+04	 0.0000E+00	 9.2549E+05	 0.0000E+00	 5.7909E+05	 0.0000E+00	-4.0233E+04	 0.0000E+00	 5.2656E+05	 0.0000E+00	-2.1310E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2723E+04	 0.0000E+00	-9.2548E+05	 0.0000E+00	-5.7268E+05	 0.0000E+00	-1.0538E+03	 0.0000E+00	-7.0349E+00	 0.0000E+00	-6.4103E+03	 0.0000E+00	-4.7694E+04	 0.0000E+00	-3.5462E+05	 0.0000E+00	 1.4228E+06	 0.0000E+00	 3.0763E+03	 0.0000E+00	 3.5147E+01	 0.0000E+00	-1.6222E+04	 0.0000E+00	 0.0000E+00	 3.6511E+05	-5.2983E+04	-1.5075E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.3950E+03	-4.3241E+00	-3.4830E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8369E+05	-5.2995E+04	-4.4486E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2059E+03	 8.6268E-01	-1.9411E+04	 0.0000E+00	 0.0000E+00
   0.349	 3.3865E+04	 0.0000E+00	 9.2569E+05	 0.0000E+00	 5.8041E+05	 0.0000E+00	-4.0251E+04	 0.0000E+00	 5.2642E+05	 0.0000E+00	-2.1305E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2815E+04	 0.0000E+00	-9.2568E+05	 0.0000E+00	-5.7403E+05	 0.0000E+00	-1.0498E+03	 0.0000E+00	-6.9794E+00	 0.0000E+00	-6.3856E+03	 0.0000E+00	-4.7680E+04	 0.0000E+00	-3.5482E+05	 0.0000E+00	 1.4235E+06	 0.0000E+00	 3.0587E+03	 0.0000E+00	 3.4860E+01	 0.0000E+00	-1.6131E+04	 0.0000E+00	 0.0000E+00	 3.6522E+05	-5.2928E+04	-1.5075E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.3487E+03	-4.3544E+00	-3.4576E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8391E+05	-5.2940E+04	-4.4516E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1811E+03	 8.6872E-01	-1.9261E+04	 0.0000E+00	 0.0000E+00
   0.350	 3.3953E+04	 0.0000E+00	 9.2589E+05	 0.0000E+00	 5.8173E+05	 0.0000E+00	-4.0270E+04	 0.0000E+00	 5.2629E+05	 0.0000E+00	-2.1300E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.2907E+04	 0.0000E+00	-9.2588E+05	 0.0000E+00	-5.7537E+05	 0.0000E+00	-1.0457E+03	 0.0000E+00	-6.9192E+00	 0.0000E+00	-6.3606E+03	 0.0000E+00	-4.7666E+04	 0.0000E+00	-3.5502E+05	 0.0000E+00	 1.4243E+06	 0.0000E+00	 3.0412E+03	 0.0000E+00	 3.4559E+01	 0.0000E+00	-1.6041E+04	 0.0000E+00	 0.0000E+00	 3.6532E+05	-5.2872E+04	-1.5075E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 6.3026E+03	-4.3815E+00	-3.4324E+04	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8413E+05	-5.2885E+04	-4.4547E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.1565E+03	 8.7432E-01	-1.9112E+04	 0.0000E+00	 0.0000E+00
